LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	No
Time_Pref	Relative
Operator	ltxuser
Date	2025/08/13
Time	12:24:28.1063446998596191406
***End_of_Header***	
	
Channels	17																	
Samples	4097	4097	4097	4097	4097	4097	4097	4097	4097	4097	4097	4097	4097	4097	4097	4097	4097	
Date	1903/12/31	1903/12/31	1903/12/31	1903/12/31	1903/12/31	1903/12/31	1903/12/31	1903/12/31	1903/12/31	1903/12/31	1903/12/31	1903/12/31	1903/12/31	1903/12/31	1903/12/31	1903/12/31	1903/12/31	
Time	19:00:00	19:00:00	19:00:00	19:00:00	19:00:00	19:00:00	19:00:00	19:00:00	19:00:00	19:00:00	19:00:00	19:00:00	19:00:00	19:00:00	19:00:00	19:00:00	19:00:00	
X_Dimension	Time	Time	Time	Time	Time	Time	Time	Time	Time	Time	Time	Time	Time	Time	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
***End_of_Header***																		
X_Value	Untitled	Untitled 1	Untitled 2	Untitled 3	Untitled 4	Untitled 5	Untitled 6	Untitled 7	Untitled 8	Untitled 9	Untitled 10	Untitled 11	Untitled 12	Untitled 13	Untitled 14	Untitled 15	Untitled 16	Comment
	1.432308	1.254051	1.079984	0.896892	0.712188	0.526517	0.353418	0.172582	-0.208753	-0.393457	-0.576226	-0.762864	-0.948535	-1.131305	-1.314075	-1.489109	8.478259
	1.432631	1.258242	1.080307	0.900760	0.710899	0.529096	0.348905	0.172582	-0.206174	-0.392812	-0.577193	-0.762864	-0.944023	-1.128082	-1.310852	-1.478794	8.473746
	1.430697	1.253729	1.080307	0.901083	0.712510	0.527806	0.350839	0.159043	-0.207786	-0.393779	-0.576549	-0.762220	-0.944990	-1.132917	-1.316009	-1.483629	8.452148
	1.434887	1.257597	1.079662	0.897537	0.714767	0.525872	0.350839	0.168391	-0.204885	-0.396035	-0.578483	-0.763831	-0.943378	-1.131950	-1.314720	-1.484274	8.483739
	1.431341	1.255663	1.083530	0.901405	0.713477	0.525872	0.347615	0.171292	-0.206496	-0.394101	-0.581706	-0.760930	-0.937576	-1.130661	-1.316332	-1.479439	8.457950
	1.431986	1.255663	1.080307	0.898826	0.711543	0.524905	0.348260	0.174194	-0.206174	-0.394424	-0.574937	-0.764476	-0.944023	-1.131950	-1.314398	-1.485885	8.449891
	1.432953	1.256307	1.083530	0.901083	0.709287	0.527806	0.350194	0.171937	-0.205207	-0.394101	-0.578161	-0.764154	-0.944023	-1.129049	-1.313753	-1.485241	8.367367
	1.435532	1.253729	1.079340	0.897214	0.711543	0.527162	0.354385	0.172259	-0.206174	-0.395391	-0.580417	-0.759641	-0.946279	-1.135496	-1.312464	-1.485563	8.319980
	1.432953	1.256952	1.081274	0.901727	0.711543	0.522649	0.351484	0.168069	-0.206819	-0.396035	-0.579128	-0.763187	-0.944345	-1.132595	-1.312464	-1.481695	8.213602
	1.432953	1.255663	1.081596	0.900438	0.711866	0.526195	0.350194	0.173871	-0.204240	-0.393134	-0.577838	-0.761253	-0.945312	-1.130983	-1.313108	-1.483307	7.916710
